date,location_id,location_name,latitude,longitude,soil_moisture_m3m3,soil_moisture_source
2017-11-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.30434,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-11-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.251388,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-11-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.229615,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-11-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.25785,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.299265,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.232181,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.22981,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.255295,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.301878,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.284326,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.279491,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.205643,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.269288,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.25887,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.213425,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2017-12-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.329508,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.258621,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.281608,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.287002,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.245928,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.313869,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.318656,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.247636,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.255495,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.291219,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.308697,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-01-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.260941,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.349799,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.288378,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.319724,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.245049,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.243111,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.37803,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.336802,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.297378,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-02-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.292116,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.216265,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.218088,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.272108,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.277934,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.240829,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.326847,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.257249,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.230565,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.255837,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.237091,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-03-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.265028,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.239046,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.243639,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.298322,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.280802,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.252668,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.259663,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.202369,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.195619,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.194018,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.20698,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-04-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.187964,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.184201,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.187648,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.179823,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.172314,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.18186,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.209548,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.231195,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.202038,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.190121,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-05-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.187596,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.199205,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.189114,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.185057,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.177207,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.171002,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.173319,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-06-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.179564,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.168656,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.167892,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.162414,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.156006,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.169164,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.161254,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.169993,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.152323,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.162397,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.149173,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-07-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.162836,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.15742,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.151638,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.139062,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.154018,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.156946,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.158151,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.195583,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.204944,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.197431,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.182833,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.182604,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-08-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.176434,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.165605,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.172667,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.164798,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.155744,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.160394,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.176412,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.180395,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.251577,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.251165,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.246899,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-09-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.24763,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.222738,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.256748,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.303863,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.245543,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.21856,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.259855,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.230499,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.277623,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.246046,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.268265,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-10-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.254363,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.298216,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.252857,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.255892,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.253514,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.216946,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.244045,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.232459,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.246435,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.302699,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.245331,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-11-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.264223,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.294847,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.238355,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.288594,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.306053,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.217938,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.230803,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.304569,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.212615,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.242485,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.254604,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.260814,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2018-12-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.303602,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.313985,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.323214,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.282133,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.29438,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.262543,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.264228,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.266422,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
2019-01-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.231015,AppEEARS:SPL3SMP_E.006:Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm
