date,location_id,location_name,latitude,longitude,ndvi,ndvi_source
2012-12-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3911,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2012-12-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4088,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-01-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3412,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-01-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4569,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-02-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4442,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-02-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4269,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-03-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4013,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-03-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.5485,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-04-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4599,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-04-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.441,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-05-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4025,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-05-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4327,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-06-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.45,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-06-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4211,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-07-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3674,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-07-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3693,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-08-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3276,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-08-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3294,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-09-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3717,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-09-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4064,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-10-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4071,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-11-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4102,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-11-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4468,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-12-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4213,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2013-12-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.5433,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-01-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4755,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-01-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4524,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-02-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.5089,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-02-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3663,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-03-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4263,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-03-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4766,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-04-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4324,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-04-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.416,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-05-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4411,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-05-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3898,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-06-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3966,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-06-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4012,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-07-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.343,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-07-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3621,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
2014-08-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.3519,AppEEARS:MOD13Q1.061:_250m_16_days_NDVI
