date,location_id,location_name,latitude,longitude,precipitation_mm,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_ms,climate_source
2008-01-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.51,24.18,27.69,21.37,90.83,0.04,NASA_POWER
2008-01-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.73,24.38,27.82,21.43,90.85,0.03,NASA_POWER
2008-01-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.93,24.58,27.95,21.65,89.28,0.14,NASA_POWER
2008-01-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.12,24.73,28.52,21.78,88.13,0.25,NASA_POWER
2008-01-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,17.73,24.27,27.6,21.35,89.79,0.18,NASA_POWER
2008-01-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.53,24.41,28.43,20.68,89.59,0.06,NASA_POWER
2008-01-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.35,24.01,27.57,21.89,89.33,0.04,NASA_POWER
2008-01-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.79,23.91,27.6,20.97,88.96,0.09,NASA_POWER
2008-01-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,60.12,24.32,27.79,20.7,90.61,0.12,NASA_POWER
2008-01-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,20.52,24.1,27.09,21.66,93.1,0.09,NASA_POWER
2008-01-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.47,24.89,29.28,20.91,86.19,0.21,NASA_POWER
2008-01-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,12.39,24.28,27.17,21.63,90.5,0.15,NASA_POWER
2008-01-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,13.41,23.43,25.49,21.95,94.63,0.14,NASA_POWER
2008-01-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,32.03,23.66,26.53,20.78,92.77,0.23,NASA_POWER
2008-01-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,16.14,23.23,24.67,21.97,96.51,0.19,NASA_POWER
2008-01-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.04,23.44,26.19,20.62,95.36,0.14,NASA_POWER
2008-01-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,31.89,24.47,27.6,21.4,93.76,0.06,NASA_POWER
2008-01-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,30.28,23.31,25.26,21.95,96.18,0.04,NASA_POWER
2008-01-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,9.36,23.49,26.74,21.13,93.04,0.11,NASA_POWER
2008-01-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.17,24.03,27.69,21.11,91.88,0.05,NASA_POWER
2008-01-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,20.59,23.92,26.72,21.66,94.7,0.03,NASA_POWER
2008-01-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.71,22.95,25.03,21.4,93.06,0.04,NASA_POWER
2008-02-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.17,23.1,25.53,21.29,93.98,0.04,NASA_POWER
2008-02-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,15.84,23.48,26.51,21.58,95.66,0.03,NASA_POWER
2008-02-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,36.62,22.69,24.54,21.09,97.36,0.05,NASA_POWER
2008-02-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,17.94,22.94,24.79,21.18,96.49,0.09,NASA_POWER
2008-02-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,10.19,23.94,27.29,21.7,91.86,0.03,NASA_POWER
2008-02-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.53,23.87,26.98,21.12,91.07,0.16,NASA_POWER
2008-02-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.03,23.43,26.17,21.4,90.69,0.1,NASA_POWER
2008-02-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.79,24.47,28.71,21.1,87.29,0.11,NASA_POWER
2008-02-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.89,25.18,28.83,21.4,86.25,0.09,NASA_POWER
2008-02-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.4,24.85,27.11,23.01,86.2,0.17,NASA_POWER
2008-02-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.84,24.62,28.3,21.2,86.84,0.07,NASA_POWER
2008-02-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.25,25.14,28.74,20.8,84.06,0.17,NASA_POWER
2008-02-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,9.25,24.8,28.37,21.53,90.55,0.16,NASA_POWER
2008-02-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.43,24.65,28.08,21.87,90.89,0.17,NASA_POWER
2008-02-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,22.68,24.39,27.92,21.52,93.43,0.1,NASA_POWER
2008-02-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.85,23.52,25.78,21.96,94.87,0.04,NASA_POWER
2008-02-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,13.33,23.57,26.69,21.08,89.72,0.04,NASA_POWER
2008-02-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.73,23.45,26.54,20.92,92.11,0.04,NASA_POWER
2008-02-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,13.35,23.8,27.35,20.9,91.7,0.05,NASA_POWER
2008-02-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,18.64,23.79,27.13,21.7,92.39,0.1,NASA_POWER
2008-02-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.98,23.54,26.5,20.9,93.29,0.03,NASA_POWER
2008-02-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,17.16,23.85,26.67,21.37,91.51,0.15,NASA_POWER
2008-02-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.59,25.12,28.89,21.28,85.23,0.21,NASA_POWER
2008-02-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.23,25.35,28.42,21.66,83.99,0.24,NASA_POWER
2008-02-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.6,24.81,28.7,21.38,90.37,0.15,NASA_POWER
2008-02-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.55,24.1,27.48,21.11,88.7,0.16,NASA_POWER
2008-02-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,10.61,24.61,28.51,20.67,86.61,0.15,NASA_POWER
2008-02-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.33,24.39,27.26,22.42,91.07,0.16,NASA_POWER
2008-02-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,27.42,23.9,26.63,21.59,94.25,0.07,NASA_POWER
2008-03-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,19.62,23.13,26.01,20.93,94.08,0.03,NASA_POWER
2008-03-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.98,24.08,27.91,21.17,88.74,0.12,NASA_POWER
2008-03-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.42,24.44,27.87,21.33,91.64,0.06,NASA_POWER
2008-03-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,13.08,23.52,25.74,22.15,95.47,0.08,NASA_POWER
2008-03-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,9.94,23.48,25.8,21.34,94.71,0.04,NASA_POWER
2008-03-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.35,23.91,27.55,21.33,90.75,0.1,NASA_POWER
2008-03-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.6,24.43,28.22,21.23,88.81,0.06,NASA_POWER
2008-03-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,11.68,24.3,27.35,21.99,90.16,0.06,NASA_POWER
2008-03-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.95,24.25,28.2,21.49,88.48,0.05,NASA_POWER
2008-03-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.6,25.02,28.48,21.11,86.21,0.07,NASA_POWER
2008-03-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.46,24.74,28.39,21.79,89.27,0.11,NASA_POWER
2008-03-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.95,24.81,28.6,21.41,89.69,0.11,NASA_POWER
2008-03-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.3,23.69,26.5,21.97,93.2,0.03,NASA_POWER
2008-03-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.67,23.76,27.17,20.66,91.07,0.16,NASA_POWER
2008-03-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,22.17,22.73,24.32,21.5,96.21,0.14,NASA_POWER
2008-03-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,18.89,23.69,27.47,20.79,91.37,0.04,NASA_POWER
2008-03-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,22.95,23.59,27.23,20.52,91.46,0.07,NASA_POWER
2008-03-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.61,23.69,28.04,19.94,89.28,0.11,NASA_POWER
2008-03-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,10.31,23.92,27.61,20.63,89.93,0.09,NASA_POWER
2008-03-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,12.84,23.3,25.97,21.43,93.13,0.03,NASA_POWER
2008-03-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.58,23.62,26.88,21.1,92.33,0.11,NASA_POWER
2008-03-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.68,24.2,27.12,21.69,90.58,0.15,NASA_POWER
2008-03-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.77,24.7,27.79,21.75,86.42,0.09,NASA_POWER
2008-03-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.63,25.39,29.05,21.18,86.72,0.29,NASA_POWER
2008-03-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.28,25.46,29.03,22.79,88.87,0.22,NASA_POWER
2008-03-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.08,25.23,29.19,21.55,90.84,0.06,NASA_POWER
2008-03-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.64,25.35,28.9,22.28,89.87,0.05,NASA_POWER
2008-03-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,6.49,25.21,28.39,22.56,91.16,0.05,NASA_POWER
2008-03-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.12,24.7,27.45,22.38,91.42,0.16,NASA_POWER
2008-03-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.14,25.01,28.7,21.4,88.91,0.19,NASA_POWER
2008-03-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,9.5,24.24,26.09,22.98,93.53,0.2,NASA_POWER
2008-04-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,12.0,23.45,26.04,21.36,95.63,0.17,NASA_POWER
2008-04-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,14.17,23.14,26.25,20.98,92.14,0.18,NASA_POWER
2008-04-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.36,23.12,26.44,20.66,92.58,0.05,NASA_POWER
2008-04-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.66,23.22,26.32,20.91,93.12,0.02,NASA_POWER
2008-04-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.1,22.23,25.8,20.0,86.67,0.03,NASA_POWER
2008-04-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.26,26.87,18.63,87.03,0.04,NASA_POWER
2008-04-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.35,27.66,18.75,84.56,0.31,NASA_POWER
2008-04-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.08,24.27,28.77,19.73,89.51,0.08,NASA_POWER
2008-04-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,24.31,27.4,22.17,92.03,0.13,NASA_POWER
2008-04-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.47,24.96,28.89,21.91,89.53,0.08,NASA_POWER
2008-04-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.16,24.38,27.18,21.67,92.3,0.18,NASA_POWER
2008-04-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.12,24.95,28.46,21.35,87.4,0.23,NASA_POWER
2008-04-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.19,23.87,26.57,21.59,93.56,0.21,NASA_POWER
2008-04-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,4.0,23.78,27.35,21.07,93.01,0.06,NASA_POWER
2008-04-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.31,24.3,28.18,20.91,87.62,0.14,NASA_POWER
2008-04-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,7.73,23.86,27.45,20.95,90.99,0.02,NASA_POWER
2008-04-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.16,23.93,27.72,21.41,91.28,0.03,NASA_POWER
2008-04-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.65,24.24,28.27,20.4,89.56,0.06,NASA_POWER
2008-04-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.02,24.82,28.5,21.6,89.69,0.07,NASA_POWER
2008-04-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.79,23.69,26.79,21.65,93.96,0.06,NASA_POWER
2008-04-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.77,23.93,27.27,21.1,90.7,0.12,NASA_POWER
2008-04-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.86,23.36,26.49,21.1,94.1,0.08,NASA_POWER
2008-04-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,8.75,24.34,28.4,20.35,89.17,0.18,NASA_POWER
2008-04-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.05,23.84,27.16,21.27,92.72,0.12,NASA_POWER
2008-04-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.76,24.23,27.93,21.07,88.4,0.2,NASA_POWER
2008-04-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.05,24.58,28.22,20.98,89.71,0.2,NASA_POWER
2008-04-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.21,24.11,26.95,21.97,93.17,0.13,NASA_POWER
2008-04-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.72,25.13,28.74,21.42,88.51,0.17,NASA_POWER
2008-04-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.31,24.85,26.57,22.97,92.81,0.24,NASA_POWER
2008-04-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,1.35,24.5,27.75,21.33,90.19,0.18,NASA_POWER
2008-05-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.45,24.51,28.01,22.17,90.43,0.08,NASA_POWER
2008-05-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.88,23.19,27.06,19.47,87.25,0.05,NASA_POWER
2008-05-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,19.98,23.34,17.18,79.78,0.04,NASA_POWER
2008-05-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,19.51,24.07,15.13,83.78,0.04,NASA_POWER
2008-05-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.08,20.99,25.71,16.15,86.9,0.04,NASA_POWER
2008-05-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.76,27.39,18.04,87.35,0.13,NASA_POWER
2008-05-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.46,23.21,27.35,19.84,89.71,0.03,NASA_POWER
2008-05-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.02,22.87,26.22,20.22,92.2,0.06,NASA_POWER
2008-05-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.13,23.23,26.86,20.41,90.77,0.06,NASA_POWER
2008-05-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,23.25,27.27,20.19,89.09,0.04,NASA_POWER
2008-05-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.68,27.07,18.68,88.29,0.07,NASA_POWER
2008-05-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.11,22.69,26.99,18.73,88.0,0.04,NASA_POWER
2008-05-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,22.47,26.43,18.99,88.66,0.03,NASA_POWER
2008-05-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.4,26.05,19.52,88.96,0.03,NASA_POWER
2008-05-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.63,26.48,19.49,90.0,0.04,NASA_POWER
2008-05-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.03,22.93,26.48,19.66,89.13,0.03,NASA_POWER
2008-05-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,22.83,26.65,19.98,89.85,0.03,NASA_POWER
2008-05-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.46,27.86,19.38,89.68,0.04,NASA_POWER
2008-05-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.03,28.19,20.63,90.27,0.05,NASA_POWER
2008-05-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.7,27.8,20.42,89.12,0.03,NASA_POWER
2008-05-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.75,27.24,18.76,89.16,0.1,NASA_POWER
2008-05-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.38,27.14,18.29,88.53,0.04,NASA_POWER
2008-05-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.18,26.46,16.85,82.46,0.18,NASA_POWER
2008-05-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.96,27.0,17.5,85.71,0.16,NASA_POWER
2008-05-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.85,26.64,16.86,87.92,0.11,NASA_POWER
2008-05-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.71,27.3,18.27,89.0,0.05,NASA_POWER
2008-05-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.29,27.25,19.72,88.65,0.03,NASA_POWER
2008-05-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.05,24.1,27.46,20.62,89.3,0.17,NASA_POWER
2008-05-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,3.46,23.61,26.75,21.07,92.81,0.08,NASA_POWER
2008-05-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.19,20.92,23.78,17.06,87.38,0.05,NASA_POWER
2008-05-31,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,19.68,24.63,15.5,86.8,0.04,NASA_POWER
2008-06-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,21.6,26.22,17.58,88.57,0.03,NASA_POWER
2008-06-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.69,25.88,18.25,90.6,0.1,NASA_POWER
2008-06-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.06,26.66,18.33,88.78,0.11,NASA_POWER
2008-06-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.89,26.54,18.02,87.31,0.03,NASA_POWER
2008-06-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.11,26.1,16.99,86.56,0.2,NASA_POWER
2008-06-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.57,26.89,16.57,87.38,0.14,NASA_POWER
2008-06-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.88,26.97,17.77,87.51,0.09,NASA_POWER
2008-06-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.63,26.85,17.31,87.85,0.08,NASA_POWER
2008-06-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.21,26.69,18.94,90.25,0.06,NASA_POWER
2008-06-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.13,27.3,17.85,87.29,0.14,NASA_POWER
2008-06-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.17,27.58,17.91,87.02,0.1,NASA_POWER
2008-06-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,5.64,22.24,27.69,17.81,87.51,0.08,NASA_POWER
2008-06-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,2.18,21.83,27.02,18.17,89.26,0.08,NASA_POWER
2008-06-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.59,27.29,17.07,86.96,0.07,NASA_POWER
2008-06-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.76,27.49,16.26,85.23,0.1,NASA_POWER
2008-06-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.06,21.46,26.75,16.84,85.18,0.06,NASA_POWER
2008-06-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,9.55,21.13,26.5,17.58,88.76,0.15,NASA_POWER
2008-06-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.67,27.52,15.89,86.2,0.17,NASA_POWER
2008-06-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.73,28.17,17.9,85.3,0.09,NASA_POWER
2008-06-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.55,28.05,18.13,83.86,0.03,NASA_POWER
2008-06-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.57,27.89,16.4,83.0,0.12,NASA_POWER
2008-06-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.44,27.21,17.29,82.33,0.08,NASA_POWER
2008-06-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.96,28.28,17.55,80.71,0.09,NASA_POWER
2008-06-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.75,28.24,17.4,80.24,0.1,NASA_POWER
2008-06-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.53,28.39,15.88,78.5,0.2,NASA_POWER
2008-06-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.63,28.96,15.37,76.61,0.2,NASA_POWER
2008-06-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.15,29.18,16.85,74.02,0.1,NASA_POWER
2008-06-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.96,28.96,17.54,72.21,0.07,NASA_POWER
2008-06-29,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.81,29.24,16.26,72.63,0.06,NASA_POWER
2008-06-30,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.31,29.61,16.94,72.16,0.03,NASA_POWER
2008-07-01,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.62,29.7,17.0,71.16,0.05,NASA_POWER
2008-07-02,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.72,30.27,17.59,69.61,0.11,NASA_POWER
2008-07-03,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.27,30.86,17.08,69.24,0.06,NASA_POWER
2008-07-04,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.93,30.72,17.93,67.84,0.05,NASA_POWER
2008-07-05,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.93,31.08,18.35,62.06,0.03,NASA_POWER
2008-07-06,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.89,31.27,16.97,58.82,0.03,NASA_POWER
2008-07-07,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.09,24.04,31.53,18.04,64.19,0.03,NASA_POWER
2008-07-08,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.01,23.74,31.45,16.99,63.86,0.03,NASA_POWER
2008-07-09,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.65,30.36,17.02,60.81,0.04,NASA_POWER
2008-07-10,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.9,30.14,16.14,52.1,0.04,NASA_POWER
2008-07-11,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.65,30.5,13.45,55.04,0.04,NASA_POWER
2008-07-12,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.23,22.91,31.3,15.75,61.55,0.03,NASA_POWER
2008-07-13,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.41,31.23,17.36,59.88,0.05,NASA_POWER
2008-07-14,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.93,30.48,17.25,58.04,0.11,NASA_POWER
2008-07-15,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,21.22,29.61,14.0,57.3,0.13,NASA_POWER
2008-07-16,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.1,30.74,14.6,55.95,0.12,NASA_POWER
2008-07-17,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,22.56,31.2,15.95,58.54,0.08,NASA_POWER
2008-07-18,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.72,32.76,15.61,57.3,0.14,NASA_POWER
2008-07-19,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.56,33.43,17.49,57.77,0.06,NASA_POWER
2008-07-20,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.69,33.79,17.5,55.6,0.03,NASA_POWER
2008-07-21,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,25.05,33.99,17.71,52.16,0.04,NASA_POWER
2008-07-22,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.14,32.59,17.63,52.01,0.04,NASA_POWER
2008-07-23,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,23.56,32.29,16.59,48.73,0.04,NASA_POWER
2008-07-24,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.38,33.82,17.01,49.45,0.04,NASA_POWER
2008-07-25,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.37,33.68,16.71,55.67,0.09,NASA_POWER
2008-07-26,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.27,33.79,16.35,49.36,0.06,NASA_POWER
2008-07-27,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,24.58,34.27,17.08,44.22,0.1,NASA_POWER
2008-07-28,sorriso_mt,"Sorriso, MT",-12.5425,-55.7211,0.0,25.57,34.45,18.72,42.23,0.04,NASA_POWER
